2026-08-27T10:47:35Z  ARMED  pr-guard-s1-verdict-file-list  escalates=false  by=Marco@  pid=36724  caller=powershell.exe:5740
2026-08-27T23:35:02Z  ARMED  pr-guard-s2-prompt-search-by-branch  escalates=false  by=Marco@  pid=18652  caller=powershell.exe:28976
2026-08-28T02:10:24Z  ARMED  pr-crm-s2-nav-three-items-tabs  escalates=false  by=Marco@  pid=7660  caller=powershell.exe:37140
2026-08-28T21:03:38Z  ARMED  pr-crm-s3-account-on-client-create  escalates=true  by=Marco@  pid=28384  caller=powershell.exe:12028
2026-08-30T21:21:06Z  ARMED  pr-crm-s3-account-on-client-create  escalates=true  by=Marco@  pid=7904  caller=powershell.exe:17604
2026-08-30T23:07:40Z  ARMED  pr-crm-s4-review-and-link-preview  escalates=true  by=Marco@  pid=6372  caller=powershell.exe:5200
2026-08-30T23:43:13Z  ARMED  pr-crm-s4-review-and-link-preview  escalates=true  by=Marco@  pid=3108  caller=powershell.exe:2488
2026-08-31T00:51:25Z  ARMED  pr-crm-s5-accounts-crud-wiring  escalates=false  by=Marco@  pid=22224  caller=powershell.exe:16816
2026-08-31T01:48:54Z  ARMED  pr-crm-s4-no-history-proposal  escalates=true  by=Marco@  pid=12296  caller=powershell.exe:19860
2026-08-31T02:59:05Z  ARMED  pr-crm-s6-account-360-rollups  escalates=false  by=Marco@  pid=21076  caller=powershell.exe:20340
2026-08-31T04:19:51Z  ARMED  pr-watcher-verdict-sweep-skips-tracked  escalates=false  by=Marco@  pid=27944  caller=powershell.exe:29348
2026-08-31T05:00:18Z  ARMED  pr-crm-s7-interaction-log  escalates=true  by=Marco@  pid=19160  caller=powershell.exe:21056
2026-08-31T06:53:31Z  ARMED  pr-watcher-onmain-dispatch-gate  escalates=false  by=Marco@  pid=15584  caller=powershell.exe:28176
2026-08-31T07:45:50Z  ARMED  pr-arm-prompt-release-index  escalates=false  by=Marco@  pid=7104  caller=powershell.exe:31736
2026-08-31T08:16:52Z  ARMED  pr-arm-guard-hook  escalates=false  by=Marco@  pid=32232  caller=powershell.exe:32068
2026-08-31T08:17:03Z  ARMED  pr-watcher-conflict-escalation  escalates=false  by=Marco@  pid=20596  caller=powershell.exe:21776
2026-08-31T09:50:21Z  ARMED  pr-crm-s8-register-and-followups  escalates=false  by=Marco@  pid=31444  caller=powershell.exe:3116
2026-08-31T10:54:15Z  ARMED  pr-crm-s9-new-thread-anchored  escalates=false  by=Marco@  pid=20144  caller=powershell.exe:31884
2026-08-31T18:13:56Z  ARMED  pr-lint-not-a-prompt  escalates=false  by=Marco@  pid=4464  caller=powershell.exe:32152
2026-08-31T20:11:50Z  ARMED  pr-sweep-worktree-liveness  escalates=false  by=Marco@  pid=15676  caller=powershell.exe:19312
2026-08-31T22:16:43Z  ARMED  pr-crm-s10-comms-inbox-tab  escalates=false  by=Marco@  pid=23736  caller=powershell.exe:24776
2026-08-31T22:58:55Z  ARMED  pr-crm-s11-archive-reason-delete-empty  escalates=true  by=Marco@  pid=9168  caller=powershell.exe:23868
2026-09-01T00:38:14Z  ARMED  pr-crm-wincount-s3-recompute  escalates=true  by=Marco@  pid=32332  caller=powershell.exe:28500
2026-09-01T02:13:47Z  ARMED  pr-estpricing-s4-charge-steps-editor  escalates=true  by=Marco@  pid=7332  caller=powershell.exe:17248
2026-09-01T02:26:25Z  ARMED  pr-scopesub-s3-priced-or-provisional  escalates=true  by=Marco@  pid=34120  caller=powershell.exe:31316
2026-09-01T02:59:17Z  ARMED  pr-cardui-s1-discipline-summary-bar  escalates=true  by=Marco@  pid=14248  caller=powershell.exe:19796
2026-09-01T03:15:29Z  ARMED  pr-crm-s12-rescope-tender-reminders  escalates=false  by=Marco@  pid=33016  caller=powershell.exe:30228
2026-09-01T03:18:02Z  ARMED  pr-scopesub-s4-linked-items-and-quotes  escalates=true  by=Marco@  pid=9256  caller=powershell.exe:13276
2026-09-01T04:38:22Z  ARMED  pr-cardui-s2-wbs-table-shell  escalates=true  by=Marco@  pid=17836  caller=powershell.exe:4916
2026-09-01T05:46:12Z  ARMED  pr-crm-uifix-s1-cold-threshold-and-tab-shells  escalates=false  by=Marco@  pid=34252  caller=powershell.exe:2036
2026-09-01T09:07:42Z  ARMED  pr-gates-approval-receipt  escalates=true  by=Marco@  pid=10628  caller=powershell.exe:34504
2026-09-01T20:15:47Z  ARMED  pr-station-docs-wrong-wrapper-and-false-gitignore-claim  escalates=false  by=Marco@  pid=30032  caller=powershell.exe:31084
2026-09-02T03:19:06Z  ARMED  pr-watcher-identity-app-auth  escalates=true  by=Marco@  pid=26652  caller=powershell.exe:29028
2026-09-02T03:36:50Z  ARMED  pr-cardui-s3-manpower-columns  escalates=true  by=Marco@  pid=25208  caller=powershell.exe:17512
2026-09-02T04:16:09Z  ARMED  pr-schema-label-removal-is-marcos  escalates=false  by=Marco@  pid=2308  caller=powershell.exe:12912
2026-09-02T06:31:37Z  ARMED  pr-cardui-s4-plant-columns  escalates=true  by=Marco@  pid=34304  caller=powershell.exe:19616
2026-09-03T03:40:31Z  ARMED  pr-vmguard-s1-persist-and-repo-param  escalates=false  by=Marco@  pid=26376  caller=powershell.exe:34348
2026-09-03T06:05:18Z  ARMED  pr-plandocs-s1-prod-runs-legacy-not-ratetable  escalates=false  by=Marco@  pid=24924  caller=powershell.exe:10648
2026-09-03T06:32:42Z  ARMED  pr-artifactregister-s1-track-the-brief-index  escalates=false  by=Marco@  pid=17292  caller=powershell.exe:26664
2026-09-03T07:03:21Z  ARMED  pr-wbsshift-s2-api-pricing-reads-shift  escalates=true  by=Marco@  pid=34284  caller=powershell.exe:31756
2026-09-03T07:24:12Z  ARMED  pr-visualreview-s1-restore-vision-review-to-00  escalates=false  by=Marco@  pid=26748  caller=powershell.exe:31016
2026-09-03T09:12:50Z  ARMED  pr-visualreview-s2-keep-the-screenshots  escalates=false  by=Marco@  pid=11676  caller=powershell.exe:22372
2026-09-03T10:12:47Z  ARMED  pr-visualreview-s3-design-ref-frontmatter  escalates=false  by=Marco@  pid=31528  caller=powershell.exe:14216
2026-09-04T02:18:14Z  ARMED  pr-doctrine-s95-cite-symbol-not-line  escalates=false  by=Marco@  pid=32688  caller=powershell.exe:12492
2026-09-04T04:15:30Z  ARMED  pr-queue-armed-tracked-detector  escalates=false  by=Marco@  pid=20292  caller=powershell.exe:12532
2026-09-04T06:19:49Z  ARMED  pr-watcher-merge-policy-nested-test-paths  escalates=true  by=Marco@  pid=14292  caller=powershell.exe:28128
2026-09-04T06:41:04Z  ARMED  pr-claudedesign-s1-track-the-written-half  escalates=false  by=Marco@  pid=16540  caller=powershell.exe:21120
2026-09-04T08:29:37Z  ARMED  pr-preflight-tool-names-are-environment-specific  escalates=false  by=Marco@  pid=27152  caller=powershell.exe:33280
2026-09-04T10:15:53Z  ARMED  pr-approval-receipt-test-gaps  escalates=false  by=Marco@  pid=34112  caller=powershell.exe:34788
2026-09-04T11:29:24Z  ARMED  pr-lint-gate-path-space  escalates=false  by=Marco@  pid=31616  caller=powershell.exe:19060
2026-09-04T19:32:17Z  ARMED  pr-wbsshift-s1-web-rate-follows-shift  escalates=false  by=Marco@  pid=35044  caller=powershell.exe:28352
2026-09-04T20:24:20Z  ARMED  pr-crmui-accounts-list-s1-columns-tiles-and-filters  escalates=false  by=Marco@  pid=20340  caller=powershell.exe:21252
2026-09-04T22:03:13Z  ARMED  pr-crmui-account360-s1-tiles-and-next-action  escalates=false  by=Marco@  pid=13788  caller=powershell.exe:19360
2026-09-05T16:16:51Z  ARMED  pr-claudedesign-s2-spec-regeneration-plan  escalates=false  actor=station-00-scheduled-1608Z  by=Marco@LAPTOP-E6NHU4E4  pid=35980  caller=powershell.exe:7452
2026-09-05T21:33:19Z  ARMED  pr-deps-s1-fasturi-browserslist-overrides  escalates=false  actor=marco-delegated  by=Marco@LAPTOP-E6NHU4E4  pid=33192  caller=powershell.exe:19064
2026-09-06T01:52:59Z  ARMED  pr-tipid-s1-waste-rows-can-carry-a-map-location-id  escalates=false  actor=marco-delegated  by=Marco@LAPTOP-E6NHU4E4  pid=24248  caller=powershell.exe:2012
2026-09-06T06:16:17Z  ARMED  pr-artifactregister-s2-name-what-is-missing  escalates=false  actor=station-00-scheduled-0608Z  by=Marco@LAPTOP-E6NHU4E4  pid=28372  caller=powershell.exe:29924
2026-09-06T08:17:13Z  ARMED  pr-scopesub-s6-the-bars-provisional-split  escalates=false  actor=station-00-scheduled-0808Z  by=Marco@LAPTOP-E6NHU4E4  pid=31980  caller=cmd.exe:32292
2026-09-06T08:22:53Z  ARMED  pr-jobroles-s1-noaccess-instead-of-a-dead-shell  escalates=false  actor=marco-delegated  by=Marco@LAPTOP-E6NHU4E4  pid=5564  caller=powershell.exe:13052
2026-09-06T09:20:50Z  ARMED  pr-watcher-verdict-home-resolver  escalates=false  actor=station-00-scheduled-0908Z  by=Marco@LAPTOP-E6NHU4E4  pid=24508  caller=cmd.exe:26076
2026-09-06T22:46:23Z  ARMED  pr-deps-s2-puppeteer-major-drops-extract-zip  escalates=true  actor=marco-delegated  by=Marco@LAPTOP-E6NHU4E4  pid=36504  caller=powershell.exe:26172
2026-09-06T23:21:19Z  ARMED  pr-armguard-s1-refuse-when-a-prompt-is-already-armed  escalates=false  actor=station-00-scheduled-2308Z  by=Marco@LAPTOP-E6NHU4E4  pid=29612  caller=powershell.exe:36568
2026-09-07T00:20:55Z  ARMED  fix-1740-jest-cannot-parse-puppeteer-25-esm  escalates=true  actor=station-00.0007  by=Marco@LAPTOP-E6NHU4E4  pid=22312  caller=cmd.exe:29952
2026-09-07T01:22:59Z  RENAMED  fix-1740-jest-cannot-parse-puppeteer-25-esm-ready.md -> pr-fix-1740-jest-cannot-parse-puppeteer-25-esm-ready.md  reason=READY_PATTERN /^(pr|rev)-.*-ready.md$/i could never dequeue the fix- prefix  actor=station-00.0107  pid=464
2026-09-07T07:20:53Z  ARMED  pr-triageholds-s2-env-os-is-empty-in-a-station-shell  escalates=false  actor=station-00.0708  by=Marco@LAPTOP-E6NHU4E4  pid=12928  caller=powershell.exe:15548
2026-09-07T23:32:16Z  ARMED  pr-doctrine-s9-powershell-readonly-automatic-variables  escalates=false  actor=station-00.sched2340  by=Marco@LAPTOP-E6NHU4E4  pid=20008  caller=powershell.exe:14816
2026-09-08T05:45:21Z  ARMED  pr-stationcaps-blind-run-names-one-mount  escalates=false  actor=station-00.sched0509  by=Marco@LAPTOP-E6NHU4E4  pid=9260  caller=powershell.exe:31900
2026-09-08T07:11:06Z  ARMED  pr-brandtheme-s1-apply-the-saved-scheme  escalates=false  actor=station-00.cloud-lane-0708  by=Marco@LAPTOP-E6NHU4E4  pid=5752  caller=powershell.exe:424
2026-09-08T11:49:10Z  ARMED  pr-brandtheme-s0-token-foundation  escalates=false  actor=station-00.cloud-lane-1150  by=Marco@LAPTOP-E6NHU4E4  pid=25564  caller=powershell.exe:25672
2026-09-08T12:03:40Z  ARMED  pr-rates-consumers-s3-persona-export  escalates=false  actor=station-00.cloud-lane-1205  by=Marco@LAPTOP-E6NHU4E4  pid=5640  caller=powershell.exe:22664
2026-09-08T12:29:41Z  ARMED  pr-tfm-s11-copy-recursive-preserve  escalates=true  actor=station-00.cloud-lane-1230  by=Marco@LAPTOP-E6NHU4E4  pid=33784  caller=powershell.exe:37620
2026-09-08T23:43:55Z  ARMED  pr-ea-gate-report-self-filter  escalates=true  actor=station-00.cloud-lane-2345  by=Marco@LAPTOP-E6NHU4E4  pid=26276  caller=powershell.exe:5764
2026-09-09T22:24:15Z  ARMED  pr-brandtheme-s5-density-tokens-and-control  escalates=false  actor=station-00.cloud-lane-0900  by=Marco@LAPTOP-E6NHU4E4  pid=20796  caller=powershell.exe:30836
2026-09-10T00:07:52Z  ARMED  pr-vmgitguard-selftest-and-recursion  escalates=false  actor=station-00.cloud-lane-1010  by=Marco@LAPTOP-E6NHU4E4  pid=7104  caller=powershell.exe:19412
2026-09-10T09:12:30Z  ARMED  pr-statussweep-gitproc-scope-to-the-two-repos  escalates=false  actor=station-00.cowork-audit  by=Marco@LAPTOP-E6NHU4E4  pid=5328  caller=powershell.exe:9648
2026-09-10T11:50:44Z  ARMED  pr-triage-corpus-suffix-union  escalates=false  actor=station-00.cowork-audit  by=Marco@LAPTOP-E6NHU4E4  pid=21888  caller=powershell.exe:28128
2026-09-11T00:57:09Z  ARMED  pr-scopecards-s0-plan  escalates=false  actor=station-00.cowork-0002  by=Marco@LAPTOP-E6NHU4E4  pid=23452  caller=powershell.exe:30296
2026-09-11T01:25:22Z  ARMED  pr-scopecards-s0-plan  escalates=false  actor=station-00.cowork-0002  by=Marco@LAPTOP-E6NHU4E4  pid=25780  caller=powershell.exe:5844
2026-09-11T02:30:04Z  ARMED  pr-company-manage-s1-permission-and-grant  escalates=true  actor=station-00.cowork-0002  by=Marco@LAPTOP-E6NHU4E4  pid=12340  caller=powershell.exe:25092
2026-09-11T03:02:53Z  ARMED  pr-qpdf-1-estimate-preview-mark  escalates=true  actor=station-00.cowork-0002  by=Marco@LAPTOP-E6NHU4E4  pid=26280  caller=powershell.exe:27964
2026-09-11T03:30:22Z  ARMED  pr-rateparity-s1-harness  escalates=true  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=23380  caller=powershell.exe:14972
2026-09-11T04:39:49Z  ARMED  pr-fix-1874-permission-matrix-patch-row-is-superuser-gated  escalates=true  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=13072  caller=powershell.exe:1400
2026-09-11T04:58:35Z  ARMED  pr-fix-1878-parity-harness-json-casts-through-unknown  escalates=true  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=2800  caller=powershell.exe:28892
2026-09-11T05:16:43Z  ARMED  pr-brandtheme-s3-full-palette-columns  escalates=true  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=316  caller=powershell.exe:28916
2026-09-11T05:47:45Z  ARMED  pr-pr-master-root-known-to-sweep-and-lint  escalates=false  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=18244  caller=powershell.exe:32448
2026-09-13T06:06:30Z  ARMED  pr-brandtheme-s6-live-preview-contrast-and-override  escalates=false  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=4912  caller=powershell.exe:26688
2026-09-13T06:36:28Z  ARMED  pr-qpdf-3-quoteref-collision-409  escalates=false  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=16080  caller=powershell.exe:29624
2026-09-13T06:53:31Z  ARMED  pr-qpdf-4-freeze-issued-terms  escalates=true  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=30676  caller=powershell.exe:21176
2026-09-13T07:23:03Z  ARMED  pr-fix-1875-batch4-e2e-expects-the-old-quote-labels  escalates=true  actor=station-00.interactive-0002  by=Marco@LAPTOP-E6NHU4E4  pid=30984  caller=powershell.exe:13536
